,File.accession,File.format,Output.type,Experiment.accession,Assay,Biosample.term.id,Biosample.term.name,Biosample.type,Biosample.organism,Biosample.treatments,Biosample.treatments.amount,Biosample.treatments.duration,Experiment.target,Library.made.from,Library.depleted.in,Library.extraction.method,Library.lysis.method,Library.crosslinking.method,Library.strand.specific,Experiment.date.released,Project,RBNS.protein.concentration,Library.fragmentation.method,Library.size.range,Biological.replicate.s.,Technical.replicate,Read.length,Mapped.read.length,Run.type,Paired.end,Paired.with,Derived.from,Size,Lab,md5sum,dbxrefs,File.download.URL,Assembly,Platform,Controlled.by,File.Status,Audit.WARNING,Audit.INTERNAL_ACTION,Audit.NOT_COMPLIANT,Audit.ERROR
1918,ENCFF279AZR,bed bedMethyl,methylation state at CHH,ENCSR598OBF,whole-genome shotgun bisulfite sequencing,UBERON:0000945,stomach,tissue,Homo sapiens,,,,NA,DNA,NA,,,NA,FALSE,1/22/18,ENCODE,NA,NA,NA,1,NA,NA,NA,,,,"ENCFF161MAN, ENCFF422NYP",8529224167,ENCODE Processing Pipeline,b5690b3928f4c8ef6defb09c1a280b8c,,https://www.encodeproject.org/files/ENCFF279AZR/@@download/ENCFF279AZR.bed.gz,GRCh38,,NA,released,,experiment not submitted to GEO,,
1947,ENCFF673WUB,bed bedMethyl,methylation state at CHH,ENCSR128RMY,whole-genome shotgun bisulfite sequencing,UBERON:0004264,lower leg skin,tissue,Homo sapiens,,,,NA,DNA,NA,,,NA,FALSE,1/22/18,ENCODE,NA,NA,NA,1,NA,NA,NA,,,,"ENCFF161MAN, ENCFF307ZEE",8602875406,ENCODE Processing Pipeline,42c5b639af780fa2b2167387b57aff39,,https://www.encodeproject.org/files/ENCFF673WUB/@@download/ENCFF673WUB.bed.gz,GRCh38,,NA,released,,experiment not submitted to GEO,,
1982,ENCFF250DBS,bed bedMethyl,methylation state at CHH,ENCSR779PPR,whole-genome shotgun bisulfite sequencing,UBERON:0002367,prostate gland,tissue,Homo sapiens,,,,NA,DNA,NA,,,NA,FALSE,1/18/18,ENCODE,NA,NA,NA,1,NA,NA,NA,,,,"ENCFF161MAN, ENCFF955LGG",8415951467,ENCODE Processing Pipeline,f16c4fbaa9df346521d3d566bed95e4d,,https://www.encodeproject.org/files/ENCFF250DBS/@@download/ENCFF250DBS.bed.gz,GRCh38,,NA,released,,experiment not submitted to GEO,,
2016,ENCFF167RDF,bed bedMethyl,methylation state at CHH,ENCSR781LIC,whole-genome shotgun bisulfite sequencing,UBERON:0001264,pancreas,tissue,Homo sapiens,,,,NA,DNA,NA,QIAGEN DNeasy Blood & Tissue Kit,,NA,FALSE,7/31/13,Roadmap,NA,NA,NA,1,NA,NA,NA,,,,"ENCFF129FXM, ENCFF246HVP, ENCFF860VOZ",9217377737,ENCODE Processing Pipeline,7101e27f4bb0c854a1bf863f56692abf,,https://www.encodeproject.org/files/ENCFF167RDF/@@download/ENCFF167RDF.bed.gz,GRCh38,,NA,released,,,,
2031,ENCFF068IHF,bed bedMethyl,methylation state at CHH,ENCSR517TCG,whole-genome shotgun bisulfite sequencing,UBERON:0001013,adipose tissue,tissue,Homo sapiens,,,,NA,DNA,NA,QIAGEN DNeasy Blood & Tissue Kit,,NA,FALSE,7/31/13,Roadmap,NA,NA,NA,1,NA,NA,NA,,,,"ENCFF069MOF, ENCFF246HVP, ENCFF420PTH",8449466851,ENCODE Processing Pipeline,7e0036fffc426f2332c6fd02a303f99c,,https://www.encodeproject.org/files/ENCFF068IHF/@@download/ENCFF068IHF.bed.gz,GRCh38,,NA,released,,,,
2062,ENCFF949IHY,bed bedMethyl,methylation state at CHH,ENCSR806NNG,whole-genome shotgun bisulfite sequencing,UBERON:0000473,testis,tissue,Homo sapiens,,,,NA,DNA,NA,,,NA,FALSE,1/18/18,ENCODE,NA,NA,NA,1,NA,NA,NA,,,,"ENCFF161MAN, ENCFF347YMS",8614117027,ENCODE Processing Pipeline,eaf9fa48af0099781cdc5c9adca4850d,,https://www.encodeproject.org/files/ENCFF949IHY/@@download/ENCFF949IHY.bed.gz,GRCh38,,NA,released,,experiment not submitted to GEO,,
2141,ENCFF852FGI,bed bedMethyl,methylation state at CHH,ENCSR750CPN,whole-genome shotgun bisulfite sequencing,UBERON:0002106,spleen,tissue,Homo sapiens,,,,NA,DNA,NA,,,NA,FALSE,1/22/18,ENCODE,NA,NA,NA,1,NA,NA,NA,,,,"ENCFF161MAN, ENCFF341KHF",8595190283,ENCODE Processing Pipeline,a0cf265c1f17d72c9e7e7546380f8ea4,,https://www.encodeproject.org/files/ENCFF852FGI/@@download/ENCFF852FGI.bed.gz,GRCh38,,NA,released,,experiment not submitted to GEO,,
2182,ENCFF987LCQ,bed bedMethyl,methylation state at CHH,ENCSR022QUM,whole-genome shotgun bisulfite sequencing,UBERON:0002369,adrenal gland,tissue,Homo sapiens,,,,NA,DNA,NA,QIAGEN DNeasy Blood & Tissue Kit,,NA,FALSE,7/31/13,Roadmap,NA,NA,NA,1,NA,NA,NA,,,,"ENCFF246HVP, ENCFF538VBI, ENCFF576YUB, ENCFF931UCU",9075983297,ENCODE Processing Pipeline,c00d15547e0911ae5d6d464b87b99a38,,https://www.encodeproject.org/files/ENCFF987LCQ/@@download/ENCFF987LCQ.bed.gz,GRCh38,,NA,released,,,,
2194,ENCFF312ABE,bed bedMethyl,methylation state at CHH,ENCSR357BWB,whole-genome shotgun bisulfite sequencing,UBERON:0002108,small intestine,tissue,Homo sapiens,,,,NA,DNA,NA,QIAGEN DNeasy Blood & Tissue Kit,,NA,FALSE,7/31/13,Roadmap,NA,NA,NA,1,NA,NA,NA,,,,"ENCFF246HVP, ENCFF675AAS, ENCFF969EWC",8283153330,ENCODE Processing Pipeline,08bae144aebd0858a931d33111b300db,,https://www.encodeproject.org/files/ENCFF312ABE/@@download/ENCFF312ABE.bed.gz,GRCh38,,NA,released,,,,
3300,ENCFF005TID,bed bedMethyl,methylation state at CpG,ENCSR481JIW,whole-genome shotgun bisulfite sequencing,EFO:0001086,A549,cell line,Homo sapiens,,,,NA,DNA,NA,,,NA,FALSE,12/4/17,ENCODE,NA,NA,NA,1,NA,NA,NA,,,,"ENCFF161MAN, ENCFF304DGQ",682280237,ENCODE Processing Pipeline,ceceef0ed22e1f4c7045356b77d0ac8e,,https://www.encodeproject.org/files/ENCFF005TID/@@download/ENCFF005TID.bed.gz,GRCh38,,NA,released,,experiment not submitted to GEO,,
3305,ENCFF003JVR,bed bedMethyl,methylation state at CpG,ENCSR481JIW,whole-genome shotgun bisulfite sequencing,EFO:0001086,A549,cell line,Homo sapiens,,,,NA,DNA,NA,,,NA,FALSE,12/4/17,ENCODE,NA,NA,NA,2,NA,NA,NA,,,,"ENCFF161MAN, ENCFF885KWQ",680589934,ENCODE Processing Pipeline,32eaa0ba27c0dd8cf627a59220cf0854,,https://www.encodeproject.org/files/ENCFF003JVR/@@download/ENCFF003JVR.bed.gz,GRCh38,,NA,released,,experiment not submitted to GEO,,
143,ENCFF103DNU,bed bedMethyl,methylation state at CpG,ENCSR608JPV,whole-genome shotgun bisulfite sequencing,UBERON:0001013,adipose tissue,tissue,Homo sapiens,,,,NA,DNA,NA,QIAGEN DNeasy Blood & Tissue Kit,,NA,FALSE,7/31/13,Roadmap,NA,NA,NA,1,NA,NA,NA,,,,"ENCFF246HVP, ENCFF501PAS, ENCFF502RJT",652018078,ENCODE Processing Pipeline,edb68af4bde15583ee339d37db4a6582,,https://www.encodeproject.org/files/ENCFF103DNU/@@download/ENCFF103DNU.bed.gz,GRCh38,,NA,released,,,,
639,ENCFF318AMC,bed bedMethyl,methylation state at CpG,ENCSR539UBP,whole-genome shotgun bisulfite sequencing,UBERON:0001013,adipose tissue,tissue,Homo sapiens,,,,NA,DNA,NA,QIAGEN DNeasy Blood & Tissue Kit,,NA,FALSE,7/31/13,Roadmap,NA,NA,NA,1,NA,NA,NA,,,,"ENCFF246HVP, ENCFF272PBZ, ENCFF490FOO, ENCFF974OSM",714923500,ENCODE Processing Pipeline,241b1ebc86dc5496ac0ec3091c35ee57,,https://www.encodeproject.org/files/ENCFF318AMC/@@download/ENCFF318AMC.bed.gz,GRCh38,,NA,released,,,,
2030,ENCFF477GKI,bed bedMethyl,methylation state at CpG,ENCSR517TCG,whole-genome shotgun bisulfite sequencing,UBERON:0001013,adipose tissue,tissue,Homo sapiens,,,,NA,DNA,NA,QIAGEN DNeasy Blood & Tissue Kit,,NA,FALSE,7/31/13,Roadmap,NA,NA,NA,1,NA,NA,NA,,,,"ENCFF069MOF, ENCFF246HVP, ENCFF420PTH",656844077,ENCODE Processing Pipeline,3fd4e0722ca5197f6fea3d096b50bc84,,https://www.encodeproject.org/files/ENCFF477GKI/@@download/ENCFF477GKI.bed.gz,GRCh38,,NA,released,,,,
188,ENCFF826PSA,bed bedMethyl,methylation state at CpG,ENCSR681FHD,whole-genome shotgun bisulfite sequencing,UBERON:0002369,adrenal gland,tissue,Homo sapiens,,,,NA,DNA,NA,see document,,NA,FALSE,7/31/13,Roadmap,NA,NA,NA,1,NA,NA,NA,,,,"ENCFF161MAN, ENCFF285ZGH",644150581,ENCODE Processing Pipeline,ec552147499c53b8c1133e4278a2c1d1,,https://www.encodeproject.org/files/ENCFF826PSA/@@download/ENCFF826PSA.bed.gz,GRCh38,,NA,released,,,,
392,ENCFF210XTE,bed bedMethyl,methylation state at CpG,ENCSR675POY,whole-genome shotgun bisulfite sequencing,UBERON:0002369,adrenal gland,tissue,Homo sapiens,,,,NA,DNA,NA,QIAGEN DNeasy Blood & Tissue Kit,,NA,FALSE,7/31/13,Roadmap,NA,NA,NA,1,NA,NA,NA,,,,"ENCFF246HVP, ENCFF675PWE, ENCFF703MUJ",662267042,ENCODE Processing Pipeline,d7d8d92afb9f6633ceb6ac844f986333,,https://www.encodeproject.org/files/ENCFF210XTE/@@download/ENCFF210XTE.bed.gz,GRCh38,,NA,released,,,,
2612,ENCFF913ZNZ,bed bedMethyl,methylation state at CpG,ENCSR741FVM,whole-genome shotgun bisulfite sequencing,UBERON:0002369,adrenal gland,tissue,Homo sapiens,,,,NA,DNA,NA,,,NA,FALSE,12/4/17,ENCODE,NA,NA,NA,1,NA,NA,NA,,,,"ENCFF026EHN, ENCFF161MAN",666396871,ENCODE Processing Pipeline,49859ece2ec222b24c6f991af46685bf,,https://www.encodeproject.org/files/ENCFF913ZNZ/@@download/ENCFF913ZNZ.bed.gz,GRCh38,,NA,released,,experiment not submitted to GEO,,
2719,ENCFF618WAT,bed bedMethyl,methylation state at CpG,ENCSR042LOG,whole-genome shotgun bisulfite sequencing,UBERON:0002369,adrenal gland,tissue,Homo sapiens,,,,NA,DNA,NA,,,NA,FALSE,12/4/17,ENCODE,NA,NA,NA,1,NA,NA,NA,,,,"ENCFF017VCY, ENCFF161MAN",672354523,ENCODE Processing Pipeline,acd8c6ef8b21b6e4b4c04f5987845027,,https://www.encodeproject.org/files/ENCFF618WAT/@@download/ENCFF618WAT.bed.gz,GRCh38,,NA,released,,experiment not submitted to GEO,,
1800,ENCFF774VLD,bed bedMethyl,methylation state at CpG,ENCSR284TCU,whole-genome shotgun bisulfite sequencing,CL:0000236,B cell,primary cell,Homo sapiens,,,,NA,DNA,NA,see document,,NA,FALSE,7/31/13,Roadmap,NA,NA,NA,1,NA,NA,NA,,,,"ENCFF161MAN, ENCFF693KTE",673462178,ENCODE Processing Pipeline,7e87dd669f23cf11bd5233b290258fc1,,https://www.encodeproject.org/files/ENCFF774VLD/@@download/ENCFF774VLD.bed.gz,GRCh38,,NA,released,,,,
3253,ENCFF748MTS,bed bedMethyl,methylation state at CpG,ENCSR344YUA,whole-genome shotgun bisulfite sequencing,UBERON:0001150,body of pancreas,tissue,Homo sapiens,,,,NA,DNA,NA,,,NA,FALSE,12/4/17,ENCODE,NA,NA,NA,1,NA,NA,NA,,,,"ENCFF027NZV, ENCFF161MAN",666588523,ENCODE Processing Pipeline,b4c2fbeac04ef47a2b0b145c31d3af53,,https://www.encodeproject.org/files/ENCFF748MTS/@@download/ENCFF748MTS.bed.gz,GRCh38,,NA,released,,experiment not submitted to GEO,,
3266,ENCFF699RBP,bed bedMethyl,methylation state at CpG,ENCSR996BJT,whole-genome shotgun bisulfite sequencing,UBERON:0001150,body of pancreas,tissue,Homo sapiens,,,,NA,DNA,NA,,,NA,FALSE,12/4/17,ENCODE,NA,NA,NA,1,NA,NA,NA,,,,"ENCFF161MAN, ENCFF296WTY",631023722,ENCODE Processing Pipeline,82c42b44223bcf977db54b7b3a54a618,,https://www.encodeproject.org/files/ENCFF699RBP/@@download/ENCFF699RBP.bed.gz,GRCh38,,NA,released,,experiment not submitted to GEO,,
1669,ENCFF001TJX,bed bedMethyl,methylation state at CpG,ENCSR000DER,RRBS,UBERON:0000955,brain,tissue,Homo sapiens,,,,NA,DNA,NA,see document,see document,NA,FALSE,9/30/11,ENCODE,NA,NA,NA,2,1,NA,NA,,,,ENCFF000LUU,17836609,"Richard Myers, HAIB",f0e9ab2424c6fa3a0c68d1b1e79cd2e6,,https://www.encodeproject.org/files/ENCFF001TJX/@@download/ENCFF001TJX.bed.gz,hg19,,NA,released,,biological replicates with identical biosample,,
1558,ENCFF001TJY,bed bedMethyl,methylation state at CpG,ENCSR000DEQ,RRBS,UBERON:0000310,breast,tissue,Homo sapiens,,,,NA,DNA,NA,see document,see document,NA,FALSE,9/30/11,ENCODE,NA,NA,NA,1,1,NA,NA,,,,ENCFF000LUT,16185390,"Richard Myers, HAIB",ac1217e3859c68ed3a3f51ef69bbefcd,,https://www.encodeproject.org/files/ENCFF001TJY/@@download/ENCFF001TJY.bed.gz,hg19,,NA,released,,biological replicates with identical biosample,,
1559,ENCFF001TJZ,bed bedMethyl,methylation state at CpG,ENCSR000DEQ,RRBS,UBERON:0000310,breast,tissue,Homo sapiens,,,,NA,DNA,NA,see document,see document,NA,FALSE,9/30/11,ENCODE,NA,NA,NA,2,1,NA,NA,,,,ENCFF000LUV,19540776,"Richard Myers, HAIB",3ef6c94ce8544d1643d797a7a439299c,,https://www.encodeproject.org/files/ENCFF001TJZ/@@download/ENCFF001TJZ.bed.gz,hg19,,NA,released,,biological replicates with identical biosample,,
2483,ENCFF451WIY,bed bedMethyl,methylation state at CpG,ENCSR017BUL,whole-genome shotgun bisulfite sequencing,CL:0001054,CD14-positive monocyte,primary cell,Homo sapiens,,,,NA,DNA,NA,see document,,NA,FALSE,7/31/13,Roadmap,NA,NA,NA,1,NA,NA,NA,,,,"ENCFF161MAN, ENCFF251WWP",677061341,ENCODE Processing Pipeline,0e2cfb1805c21edc1e8a0bcf7d5469eb,,https://www.encodeproject.org/files/ENCFF451WIY/@@download/ENCFF451WIY.bed.gz,GRCh38,,NA,released,,,,
1199,ENCFF692JTJ,bed bedMethyl,methylation state at CpG,ENCSR388RMS,whole-genome shotgun bisulfite sequencing,CL:0001059,"common myeloid progenitor, CD34-positive",primary cell,Homo sapiens,,,,NA,DNA,NA,see document,,NA,FALSE,7/31/13,Roadmap,NA,NA,NA,1,NA,NA,NA,,,,"ENCFF037WIJ, ENCFF161MAN",690082733,ENCODE Processing Pipeline,6abfce60ea19e8c91c1e005d247e8cca,,https://www.encodeproject.org/files/ENCFF692JTJ/@@download/ENCFF692JTJ.bed.gz,GRCh38,,NA,released,,,,
1783,ENCFF398SLL,bed bedMethyl,methylation state at CpG,ENCSR079MPL,whole-genome shotgun bisulfite sequencing,CL:0000221,ectodermal cell,in vitro differentiated cells,Homo sapiens,,,,NA,DNA,NA,see document,,NA,FALSE,7/31/13,Roadmap,NA,NA,NA,1,NA,NA,NA,,,,"ENCFF041EYC, ENCFF161MAN",677875054,ENCODE Processing Pipeline,8ca80107f47ffe6b3ed5de2a912c1e67,,https://www.encodeproject.org/files/ENCFF398SLL/@@download/ENCFF398SLL.bed.gz,GRCh38,,NA,released,,,,
1828,ENCFF416ESQ,bed bedMethyl,methylation state at CpG,ENCSR093NGZ,whole-genome shotgun bisulfite sequencing,CL:0000221,ectodermal cell,in vitro differentiated cells,Homo sapiens,,,,NA,DNA,NA,see document,,NA,FALSE,7/31/13,Roadmap,NA,NA,NA,1,NA,NA,NA,,,,"ENCFF112OJY, ENCFF161MAN, ENCFF183GPO, ENCFF246UBF",725356382,ENCODE Processing Pipeline,d8df496d6bd3f0f716cc9a3300b0b0a0,,https://www.encodeproject.org/files/ENCFF416ESQ/@@download/ENCFF416ESQ.bed.gz,GRCh38,,NA,released,,,,
835,ENCFF232JGO,bed bedMethyl,methylation state at CpG,ENCSR457CPG,whole-genome shotgun bisulfite sequencing,CL:0000223,endodermal cell,in vitro differentiated cells,Homo sapiens,,,,NA,DNA,NA,see document,,NA,FALSE,7/31/13,Roadmap,NA,NA,NA,1,NA,NA,NA,,,,"ENCFF161MAN, ENCFF721YKT",655200007,ENCODE Processing Pipeline,af7def44cc986a5457a7d3f22f7e0b38,,https://www.encodeproject.org/files/ENCFF232JGO/@@download/ENCFF232JGO.bed.gz,GRCh38,,NA,released,,,,
874,ENCFF043NUK,bed bedMethyl,methylation state at CpG,ENCSR128BHP,whole-genome shotgun bisulfite sequencing,CL:0000223,endodermal cell,in vitro differentiated cells,Homo sapiens,,,,NA,DNA,NA,see document,,NA,FALSE,7/31/13,Roadmap,NA,NA,NA,1,NA,NA,NA,,,,"ENCFF161MAN, ENCFF340UKL",690055214,ENCODE Processing Pipeline,09636db933842e84e401299dc675f6ca,,https://www.encodeproject.org/files/ENCFF043NUK/@@download/ENCFF043NUK.bed.gz,GRCh38,,NA,released,,,insufficient read length,
1139,ENCFF625GVK,bed bedMethyl,methylation state at CpG,ENCSR559QOU,whole-genome shotgun bisulfite sequencing,UBERON:0001043,esophagus,tissue,Homo sapiens,,,,NA,DNA,NA,QIAGEN DNeasy Blood & Tissue Kit,,NA,FALSE,7/31/13,Roadmap,NA,NA,NA,1,NA,NA,NA,,,,"ENCFF231CCQ, ENCFF246HVP, ENCFF367QNV",732064586,ENCODE Processing Pipeline,8eab3ddd29a4717e0f86de259720fac5,,https://www.encodeproject.org/files/ENCFF625GVK/@@download/ENCFF625GVK.bed.gz,GRCh38,,NA,released,,,,
1535,ENCFF510EMT,bed bedMethyl,methylation state at CpG,ENCSR634GFF,whole-genome shotgun bisulfite sequencing,UBERON:0001043,esophagus,tissue,Homo sapiens,,,,NA,DNA,NA,QIAGEN DNeasy Blood & Tissue Kit,,NA,FALSE,7/31/13,Roadmap,NA,NA,NA,1,NA,NA,NA,,,,"ENCFF246HVP, ENCFF247LYJ, ENCFF794BXD",657399266,ENCODE Processing Pipeline,3fccfe335e09f188758dec1169a094f5,,https://www.encodeproject.org/files/ENCFF510EMT/@@download/ENCFF510EMT.bed.gz,GRCh38,,NA,released,,,,
3401,ENCFF279HCL,bed bedMethyl,methylation state at CpG,ENCSR890UQO,whole-genome shotgun bisulfite sequencing,EFO:0002784,GM12878,cell line,Homo sapiens,,,,NA,DNA,NA,,,NA,FALSE,2/23/16,ENCODE,NA,NA,NA,1,NA,NA,NA,,,,"ENCFF161MAN, ENCFF681ASN",666829246,ENCODE Processing Pipeline,804df81a6e58acf1331a8037902059e8,,https://www.encodeproject.org/files/ENCFF279HCL/@@download/ENCFF279HCL.bed.gz,GRCh38,,NA,released,,,,
3411,ENCFF835NTC,bed bedMethyl,methylation state at CpG,ENCSR890UQO,whole-genome shotgun bisulfite sequencing,EFO:0002784,GM12878,cell line,Homo sapiens,,,,NA,DNA,NA,,,NA,FALSE,2/23/16,ENCODE,NA,NA,NA,2,NA,NA,NA,,,,"ENCFF003FWN, ENCFF161MAN",665691291,ENCODE Processing Pipeline,eaec5f143721e806cf4bc303f7aed678,,https://www.encodeproject.org/files/ENCFF835NTC/@@download/ENCFF835NTC.bed.gz,GRCh38,,NA,released,,,,
2460,ENCFF714SUO,bed bedMethyl,methylation state at CpG,ENCSR440MLE,whole-genome shotgun bisulfite sequencing,EFO:0005723,GM23248,cell line,Homo sapiens,,,,NA,DNA,NA,,,NA,FALSE,10/13/15,ENCODE,NA,NA,NA,1,NA,NA,NA,,,,"ENCFF079RGH, ENCFF161MAN",665873631,ENCODE Processing Pipeline,b95f23ae412f9917fde8942a61735411,,https://www.encodeproject.org/files/ENCFF714SUO/@@download/ENCFF714SUO.bed.gz,GRCh38,,NA,released,,,,
2463,ENCFF959WCA,bed bedMethyl,methylation state at CpG,ENCSR440MLE,whole-genome shotgun bisulfite sequencing,EFO:0005723,GM23248,cell line,Homo sapiens,,,,NA,DNA,NA,,,NA,FALSE,10/13/15,ENCODE,NA,NA,NA,2,NA,NA,NA,,,,"ENCFF119ELB, ENCFF161MAN",676452201,ENCODE Processing Pipeline,70e9b4a344d315de09767abaaafa96df,,https://www.encodeproject.org/files/ENCFF959WCA/@@download/ENCFF959WCA.bed.gz,GRCh38,,NA,released,,,,
2594,ENCFF752NXS,bed bedMethyl,methylation state at CpG,ENCSR625HZA,whole-genome shotgun bisulfite sequencing,EFO:0005723,GM23248,cell line,Homo sapiens,,,,NA,DNA,NA,,,NA,FALSE,12/4/17,ENCODE,NA,NA,NA,1,NA,NA,NA,,,,"ENCFF161MAN, ENCFF317BCZ",697628718,ENCODE Processing Pipeline,ab4d7affa59d8d18d1aba19ea16fed3b,,https://www.encodeproject.org/files/ENCFF752NXS/@@download/ENCFF752NXS.bed.gz,GRCh38,,NA,released,,experiment not submitted to GEO,,
2604,ENCFF116DGM,bed bedMethyl,methylation state at CpG,ENCSR625HZA,whole-genome shotgun bisulfite sequencing,EFO:0005723,GM23248,cell line,Homo sapiens,,,,NA,DNA,NA,,,NA,FALSE,12/4/17,ENCODE,NA,NA,NA,2,NA,NA,NA,,,,"ENCFF161MAN, ENCFF962MLZ",687918135,ENCODE Processing Pipeline,87bf14107abc3186fb08369fb4609e70,,https://www.encodeproject.org/files/ENCFF116DGM/@@download/ENCFF116DGM.bed.gz,GRCh38,,NA,released,,experiment not submitted to GEO,,
554,ENCFF601NBW,bed bedMethyl,methylation state at CpG,ENCSR617FKV,whole-genome shotgun bisulfite sequencing,EFO:0003042,H1-hESC,stem cell,Homo sapiens,,,,NA,DNA,NA,,,NA,FALSE,10/13/15,ENCODE,NA,NA,NA,1,NA,NA,NA,,,,"ENCFF161MAN, ENCFF857QML",635265120,ENCODE Processing Pipeline,135d0efe073abb88bfcb1df2cfc6d73c,,https://www.encodeproject.org/files/ENCFF601NBW/@@download/ENCFF601NBW.bed.gz,GRCh38,,NA,released,inconsistent platforms,,insufficient coverage,
564,ENCFF918PML,bed bedMethyl,methylation state at CpG,ENCSR617FKV,whole-genome shotgun bisulfite sequencing,EFO:0003042,H1-hESC,stem cell,Homo sapiens,,,,NA,DNA,NA,,,NA,FALSE,10/13/15,ENCODE,NA,NA,NA,2,NA,NA,NA,,,,"ENCFF161MAN, ENCFF546TLK",671592878,ENCODE Processing Pipeline,ee08eae74c197a67d00d435a54aeafec,,https://www.encodeproject.org/files/ENCFF918PML/@@download/ENCFF918PML.bed.gz,GRCh38,,NA,released,inconsistent platforms,,insufficient coverage,
2984,ENCFF479QJK,bed bedMethyl,methylation state at CpG,ENCSR482VHG,whole-genome shotgun bisulfite sequencing,EFO:0003042,H1-hESC,stem cell,Homo sapiens,,,,NA,DNA,NA,see document,,NA,FALSE,7/31/13,Roadmap,NA,NA,NA,1,NA,NA,NA,,,,"ENCFF246HVP, ENCFF605YXD, ENCFF617CLA",452914677,ENCODE Processing Pipeline,7b4d6ff66a9a30b7328109c45f0c9287,,https://www.encodeproject.org/files/ENCFF479QJK/@@download/ENCFF479QJK.bed.gz,GRCh38,,NA,released,high lambda C methylation ratio,,insufficient read length,extremely low coverage
2995,ENCFF092FNE,bed bedMethyl,methylation state at CpG,ENCSR482VHG,whole-genome shotgun bisulfite sequencing,EFO:0003042,H1-hESC,stem cell,Homo sapiens,,,,NA,DNA,NA,see document,,NA,FALSE,7/31/13,Roadmap,NA,NA,NA,2,NA,NA,NA,,,,"ENCFF246HVP, ENCFF415JWE, ENCFF543MGN, ENCFF628LEA",473328387,ENCODE Processing Pipeline,16982cd162f5ed49474b2de933565105,,https://www.encodeproject.org/files/ENCFF092FNE/@@download/ENCFF092FNE.bed.gz,GRCh38,,NA,released,high lambda C methylation ratio,,insufficient read length,extremely low coverage
989,ENCFF975CVU,bed bedMethyl,methylation state at CpG,ENCSR744UGB,whole-genome shotgun bisulfite sequencing,EFO:0003045,H9,stem cell,Homo sapiens,,,,NA,DNA,NA,QIAGEN DNeasy Blood & Tissue Kit,,NA,FALSE,7/31/13,Roadmap,NA,NA,NA,1,NA,NA,NA,,,,"ENCFF246HVP, ENCFF528PEM",542139545,ENCODE Processing Pipeline,00be88cb1f6e034c1714ba69c2b5c4cc,,https://www.encodeproject.org/files/ENCFF975CVU/@@download/ENCFF975CVU.bed.gz,GRCh38,,NA,released,high lambda C methylation ratio,,insufficient read length,extremely low coverage
995,ENCFF623RHB,bed bedMethyl,methylation state at CpG,ENCSR744UGB,whole-genome shotgun bisulfite sequencing,EFO:0003045,H9,stem cell,Homo sapiens,,,,NA,DNA,NA,QIAGEN DNeasy Blood & Tissue Kit,,NA,FALSE,7/31/13,Roadmap,NA,NA,NA,2,NA,NA,NA,,,,"ENCFF246HVP, ENCFF980VWO",530968808,ENCODE Processing Pipeline,39aa359d3b4be76c0b276ab381125f84,,https://www.encodeproject.org/files/ENCFF623RHB/@@download/ENCFF623RHB.bed.gz,GRCh38,,NA,released,high lambda C methylation ratio,,insufficient read length,extremely low coverage
1509,ENCFF560SMW,bed bedMethyl,methylation state at CpG,ENCSR699ETV,whole-genome shotgun bisulfite sequencing,UBERON:0000948,heart,tissue,Homo sapiens,,,,NA,DNA,NA,see document,,NA,FALSE,7/31/13,Roadmap,NA,NA,NA,1,NA,NA,NA,,,,"ENCFF161MAN, ENCFF759MZT",696737981,ENCODE Processing Pipeline,b8eff64c8db2354cfe2115a14b451ee1,,https://www.encodeproject.org/files/ENCFF560SMW/@@download/ENCFF560SMW.bed.gz,GRCh38,,NA,released,,,,
1580,ENCFF001TKC,bed bedMethyl,methylation state at CpG,ENCSR000DEO,RRBS,UBERON:0002084,heart left ventricle,tissue,Homo sapiens,,,,NA,DNA,NA,see document,see document,NA,FALSE,9/30/11,ENCODE,NA,NA,NA,1,1,NA,NA,,,,ENCFF000LVE,17663235,"Richard Myers, HAIB",6bd9f1fea9a1a8462d0c34e98a106c85,,https://www.encodeproject.org/files/ENCFF001TKC/@@download/ENCFF001TKC.bed.gz,hg19,,NA,released,,biological replicates with identical biosample,,
1581,ENCFF001TKD,bed bedMethyl,methylation state at CpG,ENCSR000DEO,RRBS,UBERON:0002084,heart left ventricle,tissue,Homo sapiens,,,,NA,DNA,NA,see document,see document,NA,FALSE,9/30/11,ENCODE,NA,NA,NA,2,1,NA,NA,,,,ENCFF000LVF,17517156,"Richard Myers, HAIB",6f69b1d71c51f7cb93211ba9345a2a6b,,https://www.encodeproject.org/files/ENCFF001TKD/@@download/ENCFF001TKD.bed.gz,hg19,,NA,released,,biological replicates with identical biosample,,
2044,ENCFF684JHX,bed bedMethyl,methylation state at CpG,ENCSR012TGL,whole-genome shotgun bisulfite sequencing,UBERON:0002084,heart left ventricle,tissue,Homo sapiens,,,,NA,DNA,NA,QIAGEN DNeasy Blood & Tissue Kit,,NA,FALSE,7/31/13,Roadmap,NA,NA,NA,1,NA,NA,NA,,,,"ENCFF246HVP, ENCFF382MFI, ENCFF501IFY, ENCFF984GJM",712653475,ENCODE Processing Pipeline,c018c7ca25f5dc944e69c9f42b30da88,,https://www.encodeproject.org/files/ENCFF684JHX/@@download/ENCFF684JHX.bed.gz,GRCh38,,NA,released,,,,
