File accession,File format,Output type,Experiment accession,Assay,Biosample term id,Biosample term name,Biosample type,Biosample organism,Biosample treatments,Biosample treatments amount,Biosample treatments duration,Experiment target,Library made from,Library depleted in,Library extraction method,Library lysis method,Library crosslinking method,Library strand specific,Experiment date released,Project,RBNS protein concentration,Library fragmentation method,Library size range,Biological replicate(s),Technical replicate,Read length,Mapped read length,Run type,Paired end,Paired with,Derived from,Size,Lab,md5sum,dbxrefs,File download URL,Assembly,Platform,Controlled by,File Status,Audit WARNING,Audit INTERNAL_ACTION,Audit NOT_COMPLIANT,Audit ERROR
ENCFF774GXJ,bed bedMethyl,methylation state at CpG,ENCSR328TBS,whole-genome shotgun bisulfite sequencing,CL:0000515,skeletal muscle myoblast,primary cell,Homo sapiens,,,,,DNA,,,,,FALSE,3/22/16,ENCODE,,,,2,,,,,,,"ENCFF161MAN, ENCFF731UMA",665655607,ENCODE Processing Pipeline,4607f06a018e7c1bf9b031e1dd0eac82,,https://www.encodeproject.org/files/ENCFF774GXJ/@@download/ENCFF774GXJ.bed.gz,GRCh38,,,released,,,,
ENCFF837SXM,bed bedMethyl,methylation state at CpG,ENCSR328TBS,whole-genome shotgun bisulfite sequencing,CL:0000515,skeletal muscle myoblast,primary cell,Homo sapiens,,,,,DNA,,,,,FALSE,3/22/16,ENCODE,,,,1,,,,,,,"ENCFF161MAN, ENCFF508VQJ",696312023,ENCODE Processing Pipeline,bf446ddbb54e011f197b9d9632d445df,,https://www.encodeproject.org/files/ENCFF837SXM/@@download/ENCFF837SXM.bed.gz,GRCh38,,,released,,,,
ENCFF408YLC,bed bedMethyl,methylation state at CHH,ENCSR328TBS,whole-genome shotgun bisulfite sequencing,CL:0000515,skeletal muscle myoblast,primary cell,Homo sapiens,,,,,DNA,,,,,FALSE,3/22/16,ENCODE,,,,2,,,,,,,"ENCFF161MAN, ENCFF731UMA",8457336208,ENCODE Processing Pipeline,1a591bff63b66088b3e56b6cfb63bc51,,https://www.encodeproject.org/files/ENCFF408YLC/@@download/ENCFF408YLC.bed.gz,GRCh38,,,released,,,,
ENCFF930RHF,bed bedMethyl,methylation state at CHG,ENCSR959RNH,whole-genome shotgun bisulfite sequencing,CL:0000192,smooth muscle cell,in vitro differentiated cells,Homo sapiens,,,,,DNA,,,,,FALSE,3/22/16,ENCODE,,,,1,,,,,,,"ENCFF161MAN, ENCFF831EBH",2697023706,ENCODE Processing Pipeline,516ba479ac9549d59e993812c28f46b7,,https://www.encodeproject.org/files/ENCFF930RHF/@@download/ENCFF930RHF.bed.gz,GRCh38,,,released,,experiment not submitted to GEO,,
ENCFF663LPF,bed bedMethyl,methylation state at CHH,ENCSR959RNH,whole-genome shotgun bisulfite sequencing,CL:0000192,smooth muscle cell,in vitro differentiated cells,Homo sapiens,,,,,DNA,,,,,FALSE,3/22/16,ENCODE,,,,1,,,,,,,"ENCFF161MAN, ENCFF831EBH",8561536859,ENCODE Processing Pipeline,e01ac0285b0a6bc2034f2064d66bbfc9,,https://www.encodeproject.org/files/ENCFF663LPF/@@download/ENCFF663LPF.bed.gz,GRCh38,,,released,,experiment not submitted to GEO,,
ENCFF249NTB,bed bedMethyl,methylation state at CHG,ENCSR959RNH,whole-genome shotgun bisulfite sequencing,CL:0000192,smooth muscle cell,in vitro differentiated cells,Homo sapiens,,,,,DNA,,,,,FALSE,3/22/16,ENCODE,,,,2,,,,,,,"ENCFF161MAN, ENCFF806IBJ",2689911779,ENCODE Processing Pipeline,187dfd4059e166faefdf7c5fb1a2f090,,https://www.encodeproject.org/files/ENCFF249NTB/@@download/ENCFF249NTB.bed.gz,GRCh38,,,released,,experiment not submitted to GEO,,
ENCFF588IUK,bed bedMethyl,methylation state at CpG,ENCSR959RNH,whole-genome shotgun bisulfite sequencing,CL:0000192,smooth muscle cell,in vitro differentiated cells,Homo sapiens,,,,,DNA,,,,,FALSE,3/22/16,ENCODE,,,,1,,,,,,,"ENCFF161MAN, ENCFF831EBH",672247750,ENCODE Processing Pipeline,79c2780bd404227d4634d05d739d023e,,https://www.encodeproject.org/files/ENCFF588IUK/@@download/ENCFF588IUK.bed.gz,GRCh38,,,released,,experiment not submitted to GEO,,
ENCFF315ZJB,bed bedMethyl,methylation state at CpG,ENCSR959RNH,whole-genome shotgun bisulfite sequencing,CL:0000192,smooth muscle cell,in vitro differentiated cells,Homo sapiens,,,,,DNA,,,,,FALSE,3/22/16,ENCODE,,,,2,,,,,,,"ENCFF161MAN, ENCFF806IBJ",672139494,ENCODE Processing Pipeline,132d73c14a0a063906ac99bbdaa132e7,,https://www.encodeproject.org/files/ENCFF315ZJB/@@download/ENCFF315ZJB.bed.gz,GRCh38,,,released,,experiment not submitted to GEO,,
ENCFF463TIC,bed bedMethyl,methylation state at CHH,ENCSR959RNH,whole-genome shotgun bisulfite sequencing,CL:0000192,smooth muscle cell,in vitro differentiated cells,Homo sapiens,,,,,DNA,,,,,FALSE,3/22/16,ENCODE,,,,2,,,,,,,"ENCFF161MAN, ENCFF806IBJ",8532598198,ENCODE Processing Pipeline,90b6362ac8140d141d4f7d175992f37b,,https://www.encodeproject.org/files/ENCFF463TIC/@@download/ENCFF463TIC.bed.gz,GRCh38,,,released,,experiment not submitted to GEO,,
ENCFF714DLC,bed bedMethyl,methylation state at CHG,ENCSR353IFP,whole-genome shotgun bisulfite sequencing,UBERON:0000160,intestine,tissue,Mus musculus,,,,,DNA,,Qiagen DNeasy Blood and Tissue Kit,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/30/14,ENCODE,,,,1,,,,,,,"ENCFF284XBS, ENCFF374JJF, ENCFF476ZJG",2434315115,ENCODE Processing Pipeline,0ac5a9b3bf27abc55706f7245a4a60f7,,https://www.encodeproject.org/files/ENCFF714DLC/@@download/ENCFF714DLC.bed.gz,mm10,,,released,,,,
ENCFF644XMA,bed bedMethyl,methylation state at CpG,ENCSR353IFP,whole-genome shotgun bisulfite sequencing,UBERON:0000160,intestine,tissue,Mus musculus,,,,,DNA,,Qiagen DNeasy Blood and Tissue Kit,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/30/14,ENCODE,,,,1,,,,,,,"ENCFF284XBS, ENCFF374JJF, ENCFF476ZJG",506097462,ENCODE Processing Pipeline,40b34082328b2c9aeaf772260e62067b,,https://www.encodeproject.org/files/ENCFF644XMA/@@download/ENCFF644XMA.bed.gz,mm10,,,released,,,,
ENCFF036IYN,bed bedMethyl,methylation state at CHG,ENCSR353IFP,whole-genome shotgun bisulfite sequencing,UBERON:0000160,intestine,tissue,Mus musculus,,,,,DNA,,Qiagen DNeasy Blood and Tissue Kit,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/30/14,ENCODE,,,,2,,,,,,,"ENCFF476ZJG, ENCFF660ZMS, ENCFF716JJE",2425946946,ENCODE Processing Pipeline,56d5809c958793933d26e8f37285ba49,,https://www.encodeproject.org/files/ENCFF036IYN/@@download/ENCFF036IYN.bed.gz,mm10,,,released,,,,
ENCFF101IXI,bed bedMethyl,methylation state at CHH,ENCSR353IFP,whole-genome shotgun bisulfite sequencing,UBERON:0000160,intestine,tissue,Mus musculus,,,,,DNA,,Qiagen DNeasy Blood and Tissue Kit,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/30/14,ENCODE,,,,1,,,,,,,"ENCFF284XBS, ENCFF374JJF, ENCFF476ZJG",7922308247,ENCODE Processing Pipeline,f12bea9880187bf004a05ef8d8a56201,,https://www.encodeproject.org/files/ENCFF101IXI/@@download/ENCFF101IXI.bed.gz,mm10,,,released,,,,
ENCFF968JQK,bed bedMethyl,methylation state at CpG,ENCSR353IFP,whole-genome shotgun bisulfite sequencing,UBERON:0000160,intestine,tissue,Mus musculus,,,,,DNA,,Qiagen DNeasy Blood and Tissue Kit,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/30/14,ENCODE,,,,2,,,,,,,"ENCFF476ZJG, ENCFF660ZMS, ENCFF716JJE",503831858,ENCODE Processing Pipeline,7331a6e1579392299e7a1986ed435062,,https://www.encodeproject.org/files/ENCFF968JQK/@@download/ENCFF968JQK.bed.gz,mm10,,,released,,,,
ENCFF498OHJ,bed bedMethyl,methylation state at CHH,ENCSR353IFP,whole-genome shotgun bisulfite sequencing,UBERON:0000160,intestine,tissue,Mus musculus,,,,,DNA,,Qiagen DNeasy Blood and Tissue Kit,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/30/14,ENCODE,,,,2,,,,,,,"ENCFF476ZJG, ENCFF660ZMS, ENCFF716JJE",7884655621,ENCODE Processing Pipeline,2fa8e4c4987c661ee3d2ac602219c448,,https://www.encodeproject.org/files/ENCFF498OHJ/@@download/ENCFF498OHJ.bed.gz,mm10,,,released,,,,
ENCFF184ZTA,bed bedMethyl,methylation state at CHG,ENCSR020GGM,whole-genome shotgun bisulfite sequencing,UBERON:0001890,forebrain,tissue,Mus musculus,,,,,DNA,,Qiagen DNeasy Blood and Tissue Kit,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/30/14,ENCODE,,,,1,,,,,,,"ENCFF137NCQ, ENCFF388BFI, ENCFF476ZJG",2467872031,ENCODE Processing Pipeline,36fc15e5d3226f88da756aaa60630e65,,https://www.encodeproject.org/files/ENCFF184ZTA/@@download/ENCFF184ZTA.bed.gz,mm10,,,released,,,,
ENCFF446IJS,bed bedMethyl,methylation state at CpG,ENCSR020GGM,whole-genome shotgun bisulfite sequencing,UBERON:0001890,forebrain,tissue,Mus musculus,,,,,DNA,,Qiagen DNeasy Blood and Tissue Kit,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/30/14,ENCODE,,,,1,,,,,,,"ENCFF137NCQ, ENCFF388BFI, ENCFF476ZJG",510485990,ENCODE Processing Pipeline,7ff5ee065ce7cd2c8bcd8fd857536cc1,,https://www.encodeproject.org/files/ENCFF446IJS/@@download/ENCFF446IJS.bed.gz,mm10,,,released,,,,
ENCFF848QLE,bed bedMethyl,methylation state at CHH,ENCSR020GGM,whole-genome shotgun bisulfite sequencing,UBERON:0001890,forebrain,tissue,Mus musculus,,,,,DNA,,Qiagen DNeasy Blood and Tissue Kit,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/30/14,ENCODE,,,,1,,,,,,,"ENCFF137NCQ, ENCFF388BFI, ENCFF476ZJG",8053237642,ENCODE Processing Pipeline,1453e87f37a0512309c3bb14124e7078,,https://www.encodeproject.org/files/ENCFF848QLE/@@download/ENCFF848QLE.bed.gz,mm10,,,released,,,,
ENCFF890QOU,bed bedMethyl,methylation state at CHG,ENCSR020GGM,whole-genome shotgun bisulfite sequencing,UBERON:0001890,forebrain,tissue,Mus musculus,,,,,DNA,,Qiagen DNeasy Blood and Tissue Kit,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/30/14,ENCODE,,,,2,,,,,,,"ENCFF036EGG, ENCFF317DHH, ENCFF476ZJG",2456905651,ENCODE Processing Pipeline,c4f3a0eed785c8b7e204474ed1019e8c,,https://www.encodeproject.org/files/ENCFF890QOU/@@download/ENCFF890QOU.bed.gz,mm10,,,released,,,,
ENCFF783ZKP,bed bedMethyl,methylation state at CpG,ENCSR020GGM,whole-genome shotgun bisulfite sequencing,UBERON:0001890,forebrain,tissue,Mus musculus,,,,,DNA,,Qiagen DNeasy Blood and Tissue Kit,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/30/14,ENCODE,,,,2,,,,,,,"ENCFF036EGG, ENCFF317DHH, ENCFF476ZJG",508684302,ENCODE Processing Pipeline,edfd25c107852dab9b36af47199446c2,,https://www.encodeproject.org/files/ENCFF783ZKP/@@download/ENCFF783ZKP.bed.gz,mm10,,,released,,,,
ENCFF072NIR,bed bedMethyl,methylation state at CHH,ENCSR020GGM,whole-genome shotgun bisulfite sequencing,UBERON:0001890,forebrain,tissue,Mus musculus,,,,,DNA,,Qiagen DNeasy Blood and Tissue Kit,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/30/14,ENCODE,,,,2,,,,,,,"ENCFF036EGG, ENCFF317DHH, ENCFF476ZJG",8015556758,ENCODE Processing Pipeline,9a7f9d76b4f7ae014791b7c82bd315fe,,https://www.encodeproject.org/files/ENCFF072NIR/@@download/ENCFF072NIR.bed.gz,mm10,,,released,,,,
ENCFF550FZT,bed bedMethyl,methylation state at CpG,ENCSR750CPN,whole-genome shotgun bisulfite sequencing,UBERON:0002106,spleen,tissue,Homo sapiens,,,,,DNA,,,,,FALSE,1/22/18,ENCODE,,,,1,,,,,,,"ENCFF161MAN, ENCFF341KHF",688273627,ENCODE Processing Pipeline,1b978284f6ee9e7cfe1843cd7ca1fcd7,,https://www.encodeproject.org/files/ENCFF550FZT/@@download/ENCFF550FZT.bed.gz,GRCh38,,,released,,experiment not submitted to GEO,,
ENCFF441NPK,bed bedMethyl,methylation state at CHG,ENCSR750CPN,whole-genome shotgun bisulfite sequencing,UBERON:0002106,spleen,tissue,Homo sapiens,,,,,DNA,,,,,FALSE,1/22/18,ENCODE,,,,1,,,,,,,"ENCFF161MAN, ENCFF341KHF",2723693091,ENCODE Processing Pipeline,34094d2d116b2b368cd73b9e1023a1af,,https://www.encodeproject.org/files/ENCFF441NPK/@@download/ENCFF441NPK.bed.gz,GRCh38,,,released,,experiment not submitted to GEO,,
ENCFF852FGI,bed bedMethyl,methylation state at CHH,ENCSR750CPN,whole-genome shotgun bisulfite sequencing,UBERON:0002106,spleen,tissue,Homo sapiens,,,,,DNA,,,,,FALSE,1/22/18,ENCODE,,,,1,,,,,,,"ENCFF161MAN, ENCFF341KHF",8595190283,ENCODE Processing Pipeline,a0cf265c1f17d72c9e7e7546380f8ea4,,https://www.encodeproject.org/files/ENCFF852FGI/@@download/ENCFF852FGI.bed.gz,GRCh38,,,released,,experiment not submitted to GEO,,
ENCFF800JTN,bed bedMethyl,methylation state at CHG,ENCSR397YEG,whole-genome shotgun bisulfite sequencing,UBERON:0000948,heart,tissue,Mus musculus,,,,,DNA,,Qiagen DNeasy Blood and Tissue Kit,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/30/14,ENCODE,,,,1,,,,,,,"ENCFF476ZJG, ENCFF534DZY, ENCFF836ONS",2418323778,ENCODE Processing Pipeline,1d95c781dfee904cde113634ac01d7b8,,https://www.encodeproject.org/files/ENCFF800JTN/@@download/ENCFF800JTN.bed.gz,mm10,,,released,,,,
ENCFF467UEZ,bed bedMethyl,methylation state at CpG,ENCSR397YEG,whole-genome shotgun bisulfite sequencing,UBERON:0000948,heart,tissue,Mus musculus,,,,,DNA,,Qiagen DNeasy Blood and Tissue Kit,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/30/14,ENCODE,,,,1,,,,,,,"ENCFF476ZJG, ENCFF534DZY, ENCFF836ONS",504208773,ENCODE Processing Pipeline,2f8cde9a13afc2b315412787a1d54867,,https://www.encodeproject.org/files/ENCFF467UEZ/@@download/ENCFF467UEZ.bed.gz,mm10,,,released,,,,
ENCFF641HYV,bed bedMethyl,methylation state at CHH,ENCSR397YEG,whole-genome shotgun bisulfite sequencing,UBERON:0000948,heart,tissue,Mus musculus,,,,,DNA,,Qiagen DNeasy Blood and Tissue Kit,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/30/14,ENCODE,,,,1,,,,,,,"ENCFF476ZJG, ENCFF534DZY, ENCFF836ONS",7864513781,ENCODE Processing Pipeline,1692c31db97d203f761d76796fa76a6a,,https://www.encodeproject.org/files/ENCFF641HYV/@@download/ENCFF641HYV.bed.gz,mm10,,,released,,,,
ENCFF095ULX,bed bedMethyl,methylation state at CHG,ENCSR397YEG,whole-genome shotgun bisulfite sequencing,UBERON:0000948,heart,tissue,Mus musculus,,,,,DNA,,Qiagen DNeasy Blood and Tissue Kit,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/30/14,ENCODE,,,,2,,,,,,,"ENCFF476ZJG, ENCFF774DVS, ENCFF930WWD",2405934806,ENCODE Processing Pipeline,3bd38841c15b170e808aa4ffedec6dc4,,https://www.encodeproject.org/files/ENCFF095ULX/@@download/ENCFF095ULX.bed.gz,mm10,,,released,,,,
ENCFF096RYX,bed bedMethyl,methylation state at CpG,ENCSR397YEG,whole-genome shotgun bisulfite sequencing,UBERON:0000948,heart,tissue,Mus musculus,,,,,DNA,,Qiagen DNeasy Blood and Tissue Kit,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/30/14,ENCODE,,,,2,,,,,,,"ENCFF476ZJG, ENCFF774DVS, ENCFF930WWD",500035560,ENCODE Processing Pipeline,42567f8703af9efb71065bc83efebcdb,,https://www.encodeproject.org/files/ENCFF096RYX/@@download/ENCFF096RYX.bed.gz,mm10,,,released,,,,
ENCFF091PCT,bed bedMethyl,methylation state at CHH,ENCSR397YEG,whole-genome shotgun bisulfite sequencing,UBERON:0000948,heart,tissue,Mus musculus,,,,,DNA,,Qiagen DNeasy Blood and Tissue Kit,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/30/14,ENCODE,,,,2,,,,,,,"ENCFF476ZJG, ENCFF774DVS, ENCFF930WWD",7815937582,ENCODE Processing Pipeline,50577fbcf52aeba3389d3cec549c22b5,,https://www.encodeproject.org/files/ENCFF091PCT/@@download/ENCFF091PCT.bed.gz,mm10,,,released,,,,
ENCFF078LCR,bed bedMethyl,methylation state at CpG,ENCSR841TRV,whole-genome shotgun bisulfite sequencing,UBERON:0002113,kidney,tissue,Mus musculus,,,,,DNA,,Qiagen DNeasy Blood and Tissue Kit,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/30/14,ENCODE,,,,1,,,,,,,"ENCFF185OOZ, ENCFF476ZJG, ENCFF856BKZ",497311483,ENCODE Processing Pipeline,498fe863bb49acb709dc5e9c397d2f24,,https://www.encodeproject.org/files/ENCFF078LCR/@@download/ENCFF078LCR.bed.gz,mm10,,,released,,,,
ENCFF558IPJ,bed bedMethyl,methylation state at CHG,ENCSR841TRV,whole-genome shotgun bisulfite sequencing,UBERON:0002113,kidney,tissue,Mus musculus,,,,,DNA,,Qiagen DNeasy Blood and Tissue Kit,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/30/14,ENCODE,,,,1,,,,,,,"ENCFF185OOZ, ENCFF476ZJG, ENCFF856BKZ",2412006075,ENCODE Processing Pipeline,b5ba4c20309347b7d92f362494317743,,https://www.encodeproject.org/files/ENCFF558IPJ/@@download/ENCFF558IPJ.bed.gz,mm10,,,released,,,,
ENCFF616VND,bed bedMethyl,methylation state at CHG,ENCSR841TRV,whole-genome shotgun bisulfite sequencing,UBERON:0002113,kidney,tissue,Mus musculus,,,,,DNA,,Qiagen DNeasy Blood and Tissue Kit,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/30/14,ENCODE,,,,2,,,,,,,"ENCFF157ESX, ENCFF476ZJG, ENCFF613LMK",2395735101,ENCODE Processing Pipeline,77376bde543317722c97b9452b489e7e,,https://www.encodeproject.org/files/ENCFF616VND/@@download/ENCFF616VND.bed.gz,mm10,,,released,,,,
ENCFF891CVJ,bed bedMethyl,methylation state at CHH,ENCSR841TRV,whole-genome shotgun bisulfite sequencing,UBERON:0002113,kidney,tissue,Mus musculus,,,,,DNA,,Qiagen DNeasy Blood and Tissue Kit,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/30/14,ENCODE,,,,1,,,,,,,"ENCFF185OOZ, ENCFF476ZJG, ENCFF856BKZ",7829469385,ENCODE Processing Pipeline,928e3828dda7fa037c6608fc21dd8915,,https://www.encodeproject.org/files/ENCFF891CVJ/@@download/ENCFF891CVJ.bed.gz,mm10,,,released,,,,
ENCFF783ZZK,bed bedMethyl,methylation state at CpG,ENCSR841TRV,whole-genome shotgun bisulfite sequencing,UBERON:0002113,kidney,tissue,Mus musculus,,,,,DNA,,Qiagen DNeasy Blood and Tissue Kit,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/30/14,ENCODE,,,,2,,,,,,,"ENCFF157ESX, ENCFF476ZJG, ENCFF613LMK",493782148,ENCODE Processing Pipeline,842048ee4ae8d2f63cdb5d9a8898afbb,,https://www.encodeproject.org/files/ENCFF783ZZK/@@download/ENCFF783ZZK.bed.gz,mm10,,,released,,,,
ENCFF140ZSS,bed bedMethyl,methylation state at CHH,ENCSR841TRV,whole-genome shotgun bisulfite sequencing,UBERON:0002113,kidney,tissue,Mus musculus,,,,,DNA,,Qiagen DNeasy Blood and Tissue Kit,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/30/14,ENCODE,,,,2,,,,,,,"ENCFF157ESX, ENCFF476ZJG, ENCFF613LMK",7750342665,ENCODE Processing Pipeline,a68fd8f76afbc2e8dcdbc57ced899976,,https://www.encodeproject.org/files/ENCFF140ZSS/@@download/ENCFF140ZSS.bed.gz,mm10,,,released,,,,
ENCFF355LMF,bed bedMethyl,methylation state at CHG,ENCSR141ZVB,whole-genome shotgun bisulfite sequencing,UBERON:0001890,forebrain,tissue,Mus musculus,,,,,DNA,,,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,8/18/15,ENCODE,,,,1,,,,,,,"ENCFF164DAS, ENCFF426MRE, ENCFF476ZJG",2408904592,ENCODE Processing Pipeline,ab7c909e2e86f01ee1e1f6c2c25927cc,,https://www.encodeproject.org/files/ENCFF355LMF/@@download/ENCFF355LMF.bed.gz,mm10,,,released,,,,
ENCFF140TCV,bed bedMethyl,methylation state at CpG,ENCSR141ZVB,whole-genome shotgun bisulfite sequencing,UBERON:0001890,forebrain,tissue,Mus musculus,,,,,DNA,,,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,8/18/15,ENCODE,,,,1,,,,,,,"ENCFF164DAS, ENCFF426MRE, ENCFF476ZJG",497404328,ENCODE Processing Pipeline,d1a2da3706ce0b5388f18d92a2a8c176,,https://www.encodeproject.org/files/ENCFF140TCV/@@download/ENCFF140TCV.bed.gz,mm10,,,released,,,,
ENCFF728ZXA,bed bedMethyl,methylation state at CHG,ENCSR141ZVB,whole-genome shotgun bisulfite sequencing,UBERON:0001890,forebrain,tissue,Mus musculus,,,,,DNA,,,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,8/18/15,ENCODE,,,,2,,,,,,,"ENCFF416DJA, ENCFF476ZJG, ENCFF810INJ",2419877373,ENCODE Processing Pipeline,369e027bb0c45ec25e32abcca62fae62,,https://www.encodeproject.org/files/ENCFF728ZXA/@@download/ENCFF728ZXA.bed.gz,mm10,,,released,,,,
ENCFF386BDW,bed bedMethyl,methylation state at CHH,ENCSR141ZVB,whole-genome shotgun bisulfite sequencing,UBERON:0001890,forebrain,tissue,Mus musculus,,,,,DNA,,,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,8/18/15,ENCODE,,,,1,,,,,,,"ENCFF164DAS, ENCFF426MRE, ENCFF476ZJG",7763834646,ENCODE Processing Pipeline,ed21b07d00454dc2aed891016ec2760e,,https://www.encodeproject.org/files/ENCFF386BDW/@@download/ENCFF386BDW.bed.gz,mm10,,,released,,,,
ENCFF356GTX,bed bedMethyl,methylation state at CpG,ENCSR141ZVB,whole-genome shotgun bisulfite sequencing,UBERON:0001890,forebrain,tissue,Mus musculus,,,,,DNA,,,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,8/18/15,ENCODE,,,,2,,,,,,,"ENCFF416DJA, ENCFF476ZJG, ENCFF810INJ",499695946,ENCODE Processing Pipeline,cba5b70b84032d2d5921fb16e0fc23b8,,https://www.encodeproject.org/files/ENCFF356GTX/@@download/ENCFF356GTX.bed.gz,mm10,,,released,,,,
ENCFF984JGN,bed bedMethyl,methylation state at CHH,ENCSR141ZVB,whole-genome shotgun bisulfite sequencing,UBERON:0001890,forebrain,tissue,Mus musculus,,,,,DNA,,,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,8/18/15,ENCODE,,,,2,,,,,,,"ENCFF416DJA, ENCFF476ZJG, ENCFF810INJ",7802621571,ENCODE Processing Pipeline,95ba88e901fe2c47e4c32a6e96a1cf93,,https://www.encodeproject.org/files/ENCFF984JGN/@@download/ENCFF984JGN.bed.gz,mm10,,,released,,,,
ENCFF071OFT,bed bedMethyl,methylation state at CHG,ENCSR930WUY,whole-genome shotgun bisulfite sequencing,UBERON:0004264,lower leg skin,tissue,Homo sapiens,,,,,DNA,,,,,FALSE,1/22/18,ENCODE,,,,1,,,,,,,"ENCFF161MAN, ENCFF431VXU",2722775900,ENCODE Processing Pipeline,3e9ff3a53aef23ca2c63aef6bfb9bb3b,,https://www.encodeproject.org/files/ENCFF071OFT/@@download/ENCFF071OFT.bed.gz,GRCh38,,,released,,experiment not submitted to GEO,,
ENCFF523EPC,bed bedMethyl,methylation state at CHH,ENCSR930WUY,whole-genome shotgun bisulfite sequencing,UBERON:0004264,lower leg skin,tissue,Homo sapiens,,,,,DNA,,,,,FALSE,1/22/18,ENCODE,,,,1,,,,,,,"ENCFF161MAN, ENCFF431VXU",8563586567,ENCODE Processing Pipeline,a9bee761f2cbfa0cc5ceabe6c197b591,,https://www.encodeproject.org/files/ENCFF523EPC/@@download/ENCFF523EPC.bed.gz,GRCh38,,,released,,experiment not submitted to GEO,,
ENCFF121VIX,bed bedMethyl,methylation state at CpG,ENCSR930WUY,whole-genome shotgun bisulfite sequencing,UBERON:0004264,lower leg skin,tissue,Homo sapiens,,,,,DNA,,,,,FALSE,1/22/18,ENCODE,,,,1,,,,,,,"ENCFF161MAN, ENCFF431VXU",692313819,ENCODE Processing Pipeline,9280e3fdb890ca17f2fc143fc5d22ffc,,https://www.encodeproject.org/files/ENCFF121VIX/@@download/ENCFF121VIX.bed.gz,GRCh38,,,released,,experiment not submitted to GEO,,
ENCFF001TMC,bed bedMethyl,methylation state at CpG,ENCSR000DFM,RRBS,EFO:0003042,H1-hESC,stem cell,Homo sapiens,,,,,DNA,,see document,see document,,FALSE,9/30/11,ENCODE,,,,1,1,,,,,,ENCFF000LZX,14272971,"Richard Myers, HAIB",1a92d6a69864f481a4fa28ec01879574,,https://www.encodeproject.org/files/ENCFF001TMC/@@download/ENCFF001TMC.bed.gz,hg19,,,released,,biological replicates with identical biosample,,
ENCFF001TMD,bed bedMethyl,methylation state at CpG,ENCSR000DFM,RRBS,EFO:0003042,H1-hESC,stem cell,Homo sapiens,,,,,DNA,,see document,see document,,FALSE,9/30/11,ENCODE,,,,2,1,,,,,,ENCFF000LZZ,15767889,"Richard Myers, HAIB",cbd3635d6a67f8e2f42f10209e92afd5,,https://www.encodeproject.org/files/ENCFF001TMD/@@download/ENCFF001TMD.bed.gz,hg19,,,released,,biological replicates with identical biosample,,
ENCFF673WUB,bed bedMethyl,methylation state at CHH,ENCSR128RMY,whole-genome shotgun bisulfite sequencing,UBERON:0004264,lower leg skin,tissue,Homo sapiens,,,,,DNA,,,,,FALSE,1/22/18,ENCODE,,,,1,,,,,,,"ENCFF161MAN, ENCFF307ZEE",8602875406,ENCODE Processing Pipeline,42c5b639af780fa2b2167387b57aff39,,https://www.encodeproject.org/files/ENCFF673WUB/@@download/ENCFF673WUB.bed.gz,GRCh38,,,released,,experiment not submitted to GEO,,
ENCFF177AGZ,bed bedMethyl,methylation state at CHG,ENCSR128RMY,whole-genome shotgun bisulfite sequencing,UBERON:0004264,lower leg skin,tissue,Homo sapiens,,,,,DNA,,,,,FALSE,1/22/18,ENCODE,,,,1,,,,,,,"ENCFF161MAN, ENCFF307ZEE",2727170712,ENCODE Processing Pipeline,e1e7651b6dc27d161be3caea86d08877,,https://www.encodeproject.org/files/ENCFF177AGZ/@@download/ENCFF177AGZ.bed.gz,GRCh38,,,released,,experiment not submitted to GEO,,
